1	10067	267358
1	267359	726012
1	726016	846280
1	846284	956370
1	956374	1071463
1	1071467	1187673
1	1187674	1295592
1	1295598	1409573
1	1409580	1515593
1	1515596	1625200
1	1625226	1763504
1	1763508	1892951
1	1892970	1914487
1	1914491	2043341
1	2043348	2173302
1	2173305	2292554
1	2292556	2421831
1	2421841	2561934
1	2561935	2615899
1	2615901	2630832
1	2630833	2781544
1	2781551	2906676
1	2906677	3047156
1	3047171	3172108
1	3172109	3304701
1	3304713	3382159
1	3382179	3508436
1	3508442	3647736
1	3647741	3793913
1	3793921	4090248
1	4090249	4231137
1	4231142	4390136
1	4390139	4546339
1	4546353	4658311
1	4658314	4811966
1	4811999	4976181
1	4976191	5140751
1	5140755	5302650
1	5302651	5456530
1	5456533	5617604
1	5617606	5758469
1	5758477	5902937
1	5902941	5974336
1	5974339	6131763
1	6131768	6278394
1	6278400	6431062
1	6431068	6584937
1	6584940	6739659
1	6739663	6905866
1	6905926	7082142
1	7082193	7263835
1	7263836	7443579
1	7443580	7571996
1	7572016	7730879
1	7730889	7904797
1	7904831	8060838
1	8060856	8234060
1	8234065	8384703
1	8384704	8553161
1	8553173	8728719
1	8728749	8907119
1	8907132	9059167
1	9059177	9140327
1	9140328	9300298
1	9300316	9448852
1	9448858	9605521
1	9605541	9770356
1	9770363	9927244
1	9927247	10096698
1	10096703	10269681
1	10269684	10449080
1	10449086	10613818
1	10613837	10775930
1	10775944	10936579
1	10936581	10985343
1	10985366	11133480
1	11133482	11317068
1	11317071	11480953
1	11480954	11645568
1	11645598	11811133
1	11811144	11965229
1	11965235	12113031
1	12113033	12280140
1	12280151	12476474
1	12476505	12654727
1	12654728	12718373
1	12718379	12869884
1	12869887	12950475
1	12950479	13188481
1	13188485	13818991
1	13819008	13976787
1	13976790	14156828
1	14156829	14337271
1	14337272	14507615
1	14507630	14692610
1	14692620	14714683
1	14714686	14878386
1	14878411	15055618
1	15055656	15227722
1	15227726	15382168
1	15382169	15551721
1	15551722	15723560
1	15723566	15891119
1	15891127	16057631
1	16057632	16102124
1	16102129	16263849
1	16263858	16419824
1	16419837	16589958
1	16589974	16750034
1	16750035	16866162
1	16866164	16948051
1	16948052	17049023
1	17049024	17201129
1	17201139	17284656
1	17284673	17457264
1	17457267	17533468
1	17533471	17690601
1	17690606	17831381
1	17831382	18005908
1	18005921	18178348
1	18178356	18346776
1	18346806	18511553
1	18511556	18684502
1	18684503	18864750
1	18864767	19028020
1	19028022	19192352
1	19192356	19357531
1	19357533	19547499
1	19547504	19711816
1	19711821	19876117
1	19876134	20050340
1	20050350	20228435
1	20228447	20362762
1	20362763	20546241
1	20546264	20728037
1	20728046	20908984
1	20908986	21072685
1	21072687	21252004
1	21252023	21434030
1	21434038	21605289
1	21605302	21765841
1	21765882	21934996
1	21935010	21963649
1	21963656	22133581
1	22133585	22299271
1	22299272	22445721
1	22445722	22609236
1	22609240	22787685
1	22787686	22950488
1	22950489	23129472
1	23129479	23302056
1	23302058	23491010
1	23491011	23669536
1	23669538	23843098
1	23843102	24012193
1	24012194	24177265
1	24177266	24425164
1	24425169	24591342
1	24591359	24783962
1	24783973	24855676
1	24855694	25023507
1	25023511	25194898
1	25194899	25364981
1	25364988	25531542
1	25531546	25721057
1	25721063	25904051
1	25904055	26092033
1	26092054	26268346
1	26268349	26449767
1	26449778	26587038
1	26587057	26752613
1	26752622	26922854
1	26922855	27098448
1	27098451	27272734
1	27272745	27444453
1	27444455	27623286
1	27623291	27809116
1	27809175	27985769
1	27985802	28173152
1	28173153	28350933
1	28350965	28538678
1	28538680	28703976
1	28703989	28867679
1	28867684	29022217
1	29022221	29199394
1	29199395	29389612
1	29389621	29570939
1	29570990	29762291
1	29762308	30099963
1	30099964	30270188
1	30270203	30442871
1	30442875	30625848
1	30625897	30798991
1	30798996	30873699
1	30873709	31039397
1	31039398	31198125
1	31198140	31365897
1	31365898	31538862
1	31538865	31685249
1	31685250	31868076
1	31868078	32036902
1	32036927	32185358
1	32185360	32375836
1	32375849	32548660
1	32548661	32720707
1	32720730	32903314
1	32903328	33082821
1	33082838	33244018
1	33244025	33426974
1	33426976	33614808
1	33614819	33805023
1	33805025	33999865
1	33999874	34196056
1	34196058	34387337
1	34387340	34488804
1	34488812	34670926
1	34670933	34854312
1	34854313	35045823
1	35045829	35230825
1	35230835	35420518
1	35420572	35605853
1	35605866	35765567
1	35765586	35958717
1	35958744	36152644
1	36152649	36345122
1	36345124	36541909
1	36541914	36588252
1	36588256	36747362
1	36747383	36921470
1	36921471	37100412
1	37100425	37282112
1	37282120	37462648
1	37462651	37639753
1	37639759	37822625
1	37822635	37997444
1	37997480	38185395
1	38185396	38367012
1	38367024	38442547
1	38442549	38627897
1	38627899	38813640
1	38813660	39011886
1	39011887	39207588
1	39207614	39390215
1	39390220	39541726
1	39541732	39725224
1	39725248	39922460
1	39922464	40096864
1	40096874	40291192
1	40291199	40469128
1	40469156	40651216
1	40651218	40834600
1	40834615	41024410
1	41024414	41209055
1	41209064	41390406
1	41390427	41575699
1	41575710	41780549
1	41780551	41962253
1	41962258	42091407
1	42091422	42290477
1	42290478	42501397
1	42501398	42694231
1	42694232	42870930
1	42870936	43066695
1	43066699	43252063
1	43252074	43437270
1	43437271	43619495
1	43619524	43815837
1	43815883	43975238
1	43975254	44146831
1	44146837	44338970
1	44338976	44524178
1	44524180	44699145
1	44699146	44901573
1	44901593	45096298
1	45096328	45261448
1	45261450	45441931
1	45441952	45632957
1	45632961	45827925
1	45827934	46008417
1	46008441	46081282
1	46081283	46245192
1	46245193	46424112
1	46424121	46617996
1	46618007	46801430
1	46801433	46978923
1	46978926	47178478
1	47178492	47365144
1	47365145	47553533
1	47553534	47733172
1	47733188	47829980
1	47829985	48022803
1	48022804	48209374
1	48209375	48405274
1	48405276	48600252
1	48600282	48782185
1	48782190	48966482
1	48966491	49174703
1	49174714	49394267
